season,seasontype,week,poll,rank,team,conference,points
2020,regular,3,Coaches Poll,11,North Carolina,ACC,575
2020,regular,3,Coaches Poll,12,Oklahoma State,Big 12,547
2020,regular,3,Coaches Poll,13,UCF,American Athletic,414
2020,regular,3,Coaches Poll,14,Cincinnati,American Athletic,403
2020,regular,3,Coaches Poll,15,Memphis,American Athletic,314
2020,regular,3,Coaches Poll,16,Louisville,ACC,313
2020,regular,3,Coaches Poll,17,Tennessee,SEC,309
2020,regular,3,Coaches Poll,18,Miami,ACC,267
2020,regular,3,Coaches Poll,19,Virginia Tech,ACC,265
2020,regular,3,Coaches Poll,20,Kentucky,SEC,232
2020,regular,3,Coaches Poll,21,Louisiana,Sun Belt,219
2020,regular,3,Coaches Poll,22,BYU,FBS Independents,201
2020,regular,3,Coaches Poll,23,App State,Sun Belt,177
2020,regular,3,Coaches Poll,24,Baylor,Big 12,161
2020,regular,3,Coaches Poll,25,Army,FBS Independents,127
2020,regular,4,AP Top 25,1,Clemson,ACC,1523
2020,regular,4,AP Top 25,2,Alabama,SEC,1458
2020,regular,4,AP Top 25,3,Oklahoma,Big 12,1368
2020,regular,4,AP Top 25,4,Georgia,SEC,1320
2020,regular,4,AP Top 25,5,Florida,SEC,1239
2020,regular,4,AP Top 25,6,LSU,SEC,1221
2020,regular,4,AP Top 25,7,Notre Dame,FBS Independents,1200
2020,regular,4,AP Top 25,8,Auburn,SEC,1037
2020,regular,4,AP Top 25,8,Texas,Big 12,1037
2020,regular,4,AP Top 25,10,Texas A&M,SEC,972
2020,regular,4,AP Top 25,11,North Carolina,ACC,883
2020,regular,4,AP Top 25,12,Miami,ACC,816
2020,regular,4,AP Top 25,13,UCF,American Athletic,771
2020,regular,4,AP Top 25,14,Cincinnati,American Athletic,720
2020,regular,4,AP Top 25,15,Oklahoma State,Big 12,693
2020,regular,4,AP Top 25,16,Tennessee,SEC,529
2020,regular,4,AP Top 25,17,Memphis,American Athletic,510
2020,regular,4,AP Top 25,18,BYU,FBS Independents,405
2020,regular,4,AP Top 25,19,Louisiana,Sun Belt,374
2020,regular,4,AP Top 25,20,Virginia Tech,ACC,350
2020,regular,4,AP Top 25,21,Pittsburgh,ACC,315
2020,regular,4,AP Top 25,22,Army,FBS Independents,296
2020,regular,4,AP Top 25,23,Kentucky,SEC,230
2020,regular,4,AP Top 25,24,Louisville,ACC,115
2020,regular,4,AP Top 25,25,Marshall,Conference USA,108
2020,regular,4,Coaches Poll,1,Clemson,ACC,1196
2020,regular,4,Coaches Poll,2,Alabama,SEC,1119
2020,regular,4,Coaches Poll,3,Oklahoma,Big 12,1019
2020,regular,4,Coaches Poll,3,Georgia,SEC,1019
2020,regular,4,Coaches Poll,5,LSU,SEC,962
2020,regular,4,Coaches Poll,6,Florida,SEC,899
2020,regular,4,Coaches Poll,7,Notre Dame,FBS Independents,896
2020,regular,4,Coaches Poll,8,Auburn,SEC,766
2020,regular,4,Coaches Poll,9,Texas,Big 12,764
2020,regular,4,Coaches Poll,10,Ohio State,Big Ten,741
2020,regular,4,Coaches Poll,11,Texas A&M,SEC,651
2020,regular,4,Coaches Poll,12,North Carolina,ACC,563
2020,regular,4,Coaches Poll,13,Penn State,Big Ten,536
2020,regular,4,Coaches Poll,14,Miami,ACC,500
2020,regular,4,Coaches Poll,15,UCF,American Athletic,497
2020,regular,4,Coaches Poll,16,Cincinnati,American Athletic,416
2020,regular,4,Coaches Poll,17,Wisconsin,Big Ten,411
2020,regular,4,Coaches Poll,18,Oklahoma State,Big 12,315
2020,regular,4,Coaches Poll,19,Michigan,Big Ten,287
2020,regular,4,Coaches Poll,20,Memphis,American Athletic,269
2020,regular,4,Coaches Poll,21,Tennessee,SEC,266
2020,regular,4,Coaches Poll,22,Minnesota,Big Ten,178
2020,regular,4,Coaches Poll,23,BYU,FBS Independents,177
2020,regular,4,Coaches Poll,24,Virginia Tech,ACC,167
2020,regular,4,Coaches Poll,25,Louisiana,Sun Belt,158
2020,regular,5,AP Top 25,1,Clemson,ACC,1542
2020,regular,5,AP Top 25,2,Alabama,SEC,1473
2020,regular,5,AP Top 25,3,Florida,SEC,1324
2020,regular,5,AP Top 25,4,Georgia,SEC,1310
2020,regular,5,AP Top 25,5,Notre Dame,FBS Independents,1231
2020,regular,5,AP Top 25,6,Ohio State,Big Ten,1169
2020,regular,5,AP Top 25,7,Auburn,SEC,1133
2020,regular,5,AP Top 25,8,Miami,ACC,1045
2020,regular,5,AP Top 25,9,Texas,Big 12,862
2020,regular,5,AP Top 25,10,Penn State,Big Ten,840
2020,regular,5,AP Top 25,11,UCF,American Athletic,743
2020,regular,5,AP Top 25,12,North Carolina,ACC,734
2020,regular,5,AP Top 25,13,Texas A&M,SEC,705
2020,regular,5,AP Top 25,14,Oregon,Pac-12,651
2020,regular,5,AP Top 25,15,Cincinnati,American Athletic,646
2020,regular,5,AP Top 25,16,Mississippi State,SEC,590
2020,regular,5,AP Top 25,17,Oklahoma State,Big 12,555
2020,regular,5,AP Top 25,18,Oklahoma,Big 12,535
2020,regular,5,AP Top 25,19,Wisconsin,Big Ten,510
2020,regular,5,AP Top 25,20,LSU,SEC,401
2020,regular,5,AP Top 25,21,Tennessee,SEC,377
2020,regular,5,AP Top 25,22,BYU,FBS Independents,295
2020,regular,5,AP Top 25,23,Michigan,Big Ten,277
2020,regular,5,AP Top 25,24,Pittsburgh,ACC,248
2020,regular,5,AP Top 25,25,Memphis,American Athletic,196
2020,regular,5,Coaches Poll,1,Clemson,ACC,1194
2020,regular,5,Coaches Poll,2,Alabama,SEC,1144
2020,regular,5,Coaches Poll,3,Florida,SEC,1038
2020,regular,5,Coaches Poll,4,Georgia,SEC,1006
2020,regular,5,Coaches Poll,5,Notre Dame,FBS Independents,971
2020,regular,5,Coaches Poll,6,Ohio State,Big Ten,890
2020,regular,5,Coaches Poll,7,Auburn,SEC,889
2020,regular,5,Coaches Poll,8,Miami,ACC,795
2020,regular,5,Coaches Poll,9,Texas,Big 12,745
2020,regular,5,Coaches Poll,10,Penn State,Big Ten,589
2020,regular,5,Coaches Poll,11,North Carolina,ACC,578
2020,regular,5,Coaches Poll,12,UCF,American Athletic,577
2020,regular,5,Coaches Poll,13,Texas A&M,SEC,561
2020,regular,5,Coaches Poll,14,Mississippi State,SEC,492
2020,regular,5,Coaches Poll,15,Cincinnati,American Athletic,480
2020,regular,5,Coaches Poll,16,Oklahoma,Big 12,473
2020,regular,5,Coaches Poll,17,LSU,SEC,445
2020,regular,5,Coaches Poll,18,Wisconsin,Big Ten,438
2020,regular,5,Coaches Poll,19,Oklahoma State,Big 12,374
2020,regular,5,Coaches Poll,20,Tennessee,SEC,321
2020,regular,5,Coaches Poll,21,Michigan,Big Ten,271
2020,regular,5,Coaches Poll,22,BYU,FBS Independents,260
2020,regular,5,Coaches Poll,23,Virginia Tech,ACC,215
2020,regular,5,Coaches Poll,24,Memphis,American Athletic,210
2020,regular,5,Coaches Poll,25,Pittsburgh,ACC,179
2020,regular,6,AP Top 25,1,Clemson,ACC,1536
2020,regular,6,AP Top 25,2,Alabama,SEC,1488
2020,regular,6,AP Top 25,3,Georgia,SEC,1380
2020,regular,6,AP Top 25,4,Florida,SEC,1340
2020,regular,6,AP Top 25,5,Notre Dame,FBS Independents,1239
2020,regular,6,AP Top 25,6,Ohio State,Big Ten,1165
2020,regular,6,AP Top 25,7,Miami,ACC,1148
2020,regular,6,AP Top 25,8,North Carolina,ACC,944
2020,regular,6,AP Top 25,9,Penn State,Big Ten,935
2020,regular,6,AP Top 25,10,Oklahoma State,Big 12,919
2020,regular,6,AP Top 25,11,Cincinnati,American Athletic,895
2020,regular,6,AP Top 25,12,Oregon,Pac-12,786
2020,regular,6,AP Top 25,13,Auburn,SEC,731
2020,regular,6,AP Top 25,14,Tennessee,SEC,717
2020,regular,6,AP Top 25,15,BYU,FBS Independents,661
2020,regular,6,AP Top 25,16,Wisconsin,Big Ten,619
2020,regular,6,AP Top 25,17,LSU,SEC,478
2020,regular,6,AP Top 25,18,SMU,American Athletic,393
2020,regular,6,AP Top 25,19,Virginia Tech,ACC,391
2020,regular,6,AP Top 25,20,Michigan,Big Ten,350
2020,regular,6,AP Top 25,21,Texas A&M,SEC,330
2020,regular,6,AP Top 25,22,Texas,Big 12,228
2020,regular,6,AP Top 25,23,Louisiana,Sun Belt,216
2020,regular,6,AP Top 25,24,Iowa State,Big 12,215
2020,regular,6,AP Top 25,25,Minnesota,Big Ten,145
2020,regular,6,Coaches Poll,1,Clemson,ACC,1533
2020,regular,6,Coaches Poll,2,Alabama,SEC,1496
2020,regular,6,Coaches Poll,3,Florida,SEC,1372
2020,regular,6,Coaches Poll,3,Georgia,SEC,1372
2020,regular,6,Coaches Poll,5,Notre Dame,FBS Independents,1256
2020,regular,6,Coaches Poll,6,Ohio State,Big Ten,1192
2020,regular,6,Coaches Poll,7,Miami,ACC,1149
2020,regular,6,Coaches Poll,8,Penn State,Big Ten,983
2020,regular,6,Coaches Poll,9,North Carolina,ACC,982
2020,regular,6,Coaches Poll,10,Oklahoma State,Big 12,818
2020,regular,6,Coaches Poll,11,Cincinnati,American Athletic,807
2020,regular,6,Coaches Poll,12,Tennessee,SEC,744
2020,regular,6,Coaches Poll,13,Auburn,SEC,701
2020,regular,6,Coaches Poll,14,Wisconsin,Big Ten,668
2020,regular,6,Coaches Poll,15,BYU,FBS Independents,646
2020,regular,6,Coaches Poll,16,LSU,SEC,616
2020,regular,6,Coaches Poll,17,Oregon,Pac-12,494
2020,regular,6,Coaches Poll,18,Virginia Tech,ACC,423
2020,regular,6,Coaches Poll,19,Michigan,Big Ten,409
2020,regular,6,Coaches Poll,20,Texas A&M,SEC,339
2020,regular,6,Coaches Poll,21,SMU,American Athletic,304
2020,regular,6,Coaches Poll,22,Texas,Big 12,295
2020,regular,6,Coaches Poll,23,Louisiana,Sun Belt,207
2020,regular,6,Coaches Poll,24,Iowa State,Big 12,137
2020,regular,6,Coaches Poll,25,UCF,American Athletic,127
2020,regular,7,AP Top 25,1,Clemson,ACC,1546
2020,regular,7,AP Top 25,2,Alabama,SEC,1463
2020,regular,7,AP Top 25,3,Georgia,SEC,1430
2020,regular,7,AP Top 25,4,Notre Dame,FBS Independents,1317
2020,regular,7,AP Top 25,5,North Carolina,ACC,1190
2020,regular,7,AP Top 25,6,Ohio State,Big Ten,1152
2020,regular,7,AP Top 25,7,Oklahoma State,Big 12,1069
2020,regular,7,AP Top 25,8,Cincinnati,American Athletic,971
2020,regular,7,AP Top 25,9,Penn State,Big Ten,970
2020,regular,7,AP Top 25,10,Florida,SEC,904
2020,regular,7,AP Top 25,11,Texas A&M,SEC,883
2020,regular,7,AP Top 25,12,Oregon,Pac-12,817
2020,regular,7,AP Top 25,13,Miami,ACC,790
2020,regular,7,AP Top 25,14,Auburn,SEC,703
2020,regular,7,AP Top 25,15,BYU,FBS Independents,693
2020,regular,7,AP Top 25,16,Wisconsin,Big Ten,633
2020,regular,7,AP Top 25,17,SMU,American Athletic,522
2020,regular,7,AP Top 25,18,Tennessee,SEC,463
2020,regular,7,AP Top 25,19,Michigan,Big Ten,417
2020,regular,7,AP Top 25,20,Iowa State,Big 12,405
2020,regular,7,AP Top 25,21,Louisiana,Sun Belt,342
2020,regular,7,AP Top 25,22,Kansas State,Big 12,302
2020,regular,7,AP Top 25,23,Virginia Tech,ACC,199
2020,regular,7,AP Top 25,24,Minnesota,Big Ten,177
2020,regular,7,AP Top 25,25,USC,Pac-12,124
2020,regular,7,Coaches Poll,1,Clemson,ACC,1543
2020,regular,7,Coaches Poll,2,Alabama,SEC,1478
2020,regular,7,Coaches Poll,3,Georgia,SEC,1424
2020,regular,7,Coaches Poll,4,Notre Dame,FBS Independents,1332
2020,regular,7,Coaches Poll,5,Ohio State,Big Ten,1194
2020,regular,7,Coaches Poll,6,North Carolina,ACC,1175
2020,regular,7,Coaches Poll,7,Oklahoma State,Big 12,1056
2020,regular,7,Coaches Poll,8,Penn State,Big Ten,1005
2020,regular,7,Coaches Poll,9,Florida,SEC,928
2020,regular,7,Coaches Poll,10,Cincinnati,American Athletic,906
2020,regular,7,Coaches Poll,11,Texas A&M,SEC,801
2020,regular,7,Coaches Poll,12,Miami,ACC,795
2020,regular,7,Coaches Poll,13,BYU,FBS Independents,759
2020,regular,7,Coaches Poll,14,Auburn,SEC,735
2020,regular,7,Coaches Poll,15,Wisconsin,Big Ten,687
2020,regular,7,Coaches Poll,16,Oregon,Pac-12,646
2020,regular,7,Coaches Poll,17,Tennessee,SEC,505
2020,regular,7,Coaches Poll,18,SMU,American Athletic,464
2020,regular,7,Coaches Poll,19,Michigan,Big Ten,454
2020,regular,7,Coaches Poll,20,Iowa State,Big 12,372
2020,regular,7,Coaches Poll,21,Louisiana,Sun Belt,280
2020,regular,7,Coaches Poll,22,Kansas State,Big 12,276
2020,regular,7,Coaches Poll,23,Virginia Tech,ACC,156
2020,regular,7,Coaches Poll,24,USC,Pac-12,147
2020,regular,7,Coaches Poll,25,Minnesota,Big Ten,146
2020,regular,8,AP Top 25,1,Clemson,ACC,1542
2020,regular,8,AP Top 25,2,Alabama,SEC,1494
2020,regular,8,AP Top 25,3,Notre Dame,FBS Independents,1337
2020,regular,8,AP Top 25,4,Georgia,SEC,1300
2020,regular,8,AP Top 25,5,Ohio State,Big Ten,1223
2020,regular,8,AP Top 25,6,Oklahoma State,Big 12,1137
2020,regular,8,AP Top 25,7,Texas A&M,SEC,1054
2020,regular,8,AP Top 25,8,Penn State,Big Ten,1033
2020,regular,8,AP Top 25,9,Cincinnati,American Athletic,1028
2020,regular,8,AP Top 25,10,Florida,SEC,942
2020,regular,8,AP Top 25,11,Miami,ACC,887
2020,regular,8,AP Top 25,12,BYU,FBS Independents,875
2020,regular,8,AP Top 25,13,Oregon,Pac-12,841
2020,regular,8,AP Top 25,14,North Carolina,ACC,677
2020,regular,8,AP Top 25,14,Wisconsin,Big Ten,677
2020,regular,8,AP Top 25,16,SMU,American Athletic,638
2020,regular,8,AP Top 25,17,Iowa State,Big 12,511
2020,regular,8,AP Top 25,18,Michigan,Big Ten,489
2020,regular,8,AP Top 25,19,Virginia Tech,ACC,411
2020,regular,8,AP Top 25,20,Kansas State,Big 12,399
2020,regular,8,AP Top 25,21,Minnesota,Big Ten,234
2020,regular,8,AP Top 25,22,Marshall,Conference USA,227
2020,regular,8,AP Top 25,23,NC State,ACC,199
2020,regular,8,AP Top 25,24,USC,Pac-12,192
2020,regular,8,AP Top 25,25,Coastal Carolina,Sun Belt,185
2020,regular,8,Coaches Poll,1,Clemson,ACC,1540
2020,regular,8,Coaches Poll,2,Alabama,SEC,1494
2020,regular,8,Coaches Poll,3,Notre Dame,FBS Independents,1351
2020,regular,8,Coaches Poll,4,Georgia,SEC,1295
2020,regular,8,Coaches Poll,5,Ohio State,Big Ten,1254
2020,regular,8,Coaches Poll,6,Oklahoma State,Big 12,1149
2020,regular,8,Coaches Poll,7,Penn State,Big Ten,1059
2020,regular,8,Coaches Poll,8,Florida,SEC,1002
2020,regular,8,Coaches Poll,9,Texas A&M,SEC,1001
2020,regular,8,Coaches Poll,10,Cincinnati,American Athletic,989
2020,regular,8,Coaches Poll,11,Miami,ACC,890
2020,regular,8,Coaches Poll,11,BYU,FBS Independents,890
2020,regular,8,Coaches Poll,13,North Carolina,ACC,725
2020,regular,8,Coaches Poll,14,Wisconsin,Big Ten,698
2020,regular,8,Coaches Poll,15,Oregon,Pac-12,683
2020,regular,8,Coaches Poll,16,SMU,American Athletic,618
2020,regular,8,Coaches Poll,17,Michigan,Big Ten,507
2020,regular,8,Coaches Poll,18,Iowa State,Big 12,485
2020,regular,8,Coaches Poll,19,Kansas State,Big 12,395
2020,regular,8,Coaches Poll,20,Virginia Tech,ACC,373
2020,regular,8,Coaches Poll,21,Minnesota,Big Ten,209
2020,regular,8,Coaches Poll,22,NC State,ACC,200
2020,regular,8,Coaches Poll,23,USC,Pac-12,186
2020,regular,8,Coaches Poll,24,Coastal Carolina,Sun Belt,150
2020,regular,8,Coaches Poll,25,Marshall,Conference USA,139
2020,regular,9,AP Top 25,1,Clemson,ACC,1539
2020,regular,9,AP Top 25,2,Alabama,SEC,1494
2020,regular,9,AP Top 25,3,Ohio State,Big Ten,1402
2020,regular,9,AP Top 25,4,Notre Dame,FBS Independents,1353
2020,regular,9,AP Top 25,5,Georgia,SEC,1292
2020,regular,9,AP Top 25,6,Oklahoma State,Big 12,1201
2020,regular,9,AP Top 25,7,Cincinnati,American Athletic,1100
2020,regular,9,AP Top 25,8,Texas A&M,SEC,1094
2020,regular,9,AP Top 25,9,Wisconsin,Big Ten,950
2020,regular,9,AP Top 25,10,Florida,SEC,933
2020,regular,9,AP Top 25,11,BYU,FBS Independents,906
2020,regular,9,AP Top 25,12,Miami,ACC,888
2020,regular,9,AP Top 25,13,Michigan,Big Ten,839
2020,regular,9,AP Top 25,14,Oregon,Pac-12,784
2020,regular,9,AP Top 25,15,North Carolina,ACC,758
2020,regular,9,AP Top 25,16,Kansas State,Big 12,562
2020,regular,9,AP Top 25,17,Indiana,Big Ten,466
2020,regular,9,AP Top 25,18,Penn State,Big Ten,443
2020,regular,9,AP Top 25,19,Marshall,Conference USA,379
2020,regular,9,AP Top 25,20,Coastal Carolina,Sun Belt,282
2020,regular,9,AP Top 25,21,USC,Pac-12,243
2020,regular,9,AP Top 25,22,SMU,American Athletic,208
2020,regular,9,AP Top 25,23,Iowa State,Big 12,205
2020,regular,9,AP Top 25,24,Oklahoma,Big 12,155
2020,regular,9,AP Top 25,25,Boise State,Mountain West,113
2020,regular,9,Coaches Poll,1,Clemson,ACC,1540
2020,regular,9,Coaches Poll,2,Alabama,SEC,1493
2020,regular,9,Coaches Poll,3,Ohio State,Big Ten,1374
2020,regular,9,Coaches Poll,4,Notre Dame,FBS Independents,1368
2020,regular,9,Coaches Poll,5,Georgia,SEC,1293
2020,regular,9,Coaches Poll,6,Oklahoma State,Big 12,1209
2020,regular,9,Coaches Poll,7,Cincinnati,American Athletic,1058
2020,regular,9,Coaches Poll,8,Texas A&M,SEC,1055
2020,regular,9,Coaches Poll,9,Florida,SEC,1010
2020,regular,9,Coaches Poll,10,BYU,FBS Independents,941
2020,regular,9,Coaches Poll,11,Wisconsin,Big Ten,928
2020,regular,9,Coaches Poll,12,Miami,ACC,911
2020,regular,9,Coaches Poll,13,North Carolina,ACC,796
2020,regular,9,Coaches Poll,14,Michigan,Big Ten,789
2020,regular,9,Coaches Poll,15,Oregon,Pac-12,674
2020,regular,9,Coaches Poll,16,Kansas State,Big 12,592
2020,regular,9,Coaches Poll,17,Penn State,Big Ten,413
2020,regular,9,Coaches Poll,18,Marshall,Conference USA,309
2020,regular,9,Coaches Poll,19,Indiana,Big Ten,302
2020,regular,9,Coaches Poll,20,USC,Pac-12,271
2020,regular,9,Coaches Poll,21,Coastal Carolina,Sun Belt,268
2020,regular,9,Coaches Poll,22,Iowa State,Big 12,215
2020,regular,9,Coaches Poll,23,SMU,American Athletic,192
2020,regular,9,Coaches Poll,24,Oklahoma,Big 12,138
2020,regular,9,Coaches Poll,25,Army,FBS Independents,130
2020,regular,10,AP Top 25,1,Clemson,ACC,1515
2020,regular,10,AP Top 25,2,Alabama,SEC,1513
2020,regular,10,AP Top 25,3,Ohio State,Big Ten,1430
2020,regular,10,AP Top 25,4,Notre Dame,FBS Independents,1351
2020,regular,10,AP Top 25,5,Georgia,SEC,1289
2020,regular,10,AP Top 25,6,Cincinnati,American Athletic,1199
2020,regular,10,AP Top 25,7,Texas A&M,SEC,1156
2020,regular,10,AP Top 25,8,Florida,SEC,1066
2020,regular,10,AP Top 25,9,BYU,FBS Independents,1014
2020,regular,10,AP Top 25,10,Wisconsin,Big Ten,985
2020,regular,10,AP Top 25,11,Miami,ACC,946
2020,regular,10,AP Top 25,12,Oregon,Pac-12,831
2020,regular,10,AP Top 25,13,Indiana,Big Ten,765
2020,regular,10,AP Top 25,14,Oklahoma State,Big 12,760
2020,regular,10,AP Top 25,15,Coastal Carolina,Sun Belt,527
2020,regular,10,AP Top 25,16,Marshall,Conference USA,523
2020,regular,10,AP Top 25,17,Iowa State,Big 12,427
2020,regular,10,AP Top 25,18,SMU,American Athletic,420
2020,regular,10,AP Top 25,19,Oklahoma,Big 12,405
2020,regular,10,AP Top 25,20,USC,Pac-12,354
2020,regular,10,AP Top 25,21,Boise State,Mountain West,336
2020,regular,10,AP Top 25,22,Texas,Big 12,190
2020,regular,10,AP Top 25,23,Michigan,Big Ten,151
2020,regular,10,AP Top 25,24,Auburn,SEC,144
2020,regular,10,AP Top 25,25,Liberty,FBS Independents,118
2020,regular,10,Coaches Poll,1,Clemson,ACC,1527
2020,regular,10,Coaches Poll,2,Alabama,SEC,1503
2020,regular,10,Coaches Poll,3,Ohio State,Big Ten,1407
2020,regular,10,Coaches Poll,4,Notre Dame,FBS Independents,1358
2020,regular,10,Coaches Poll,5,Georgia,SEC,1304
2020,regular,10,Coaches Poll,6,Cincinnati,American Athletic,1157
2020,regular,10,Coaches Poll,7,Texas A&M,SEC,1154
2020,regular,10,Coaches Poll,8,Florida,SEC,1101
2020,regular,10,Coaches Poll,9,BYU,FBS Independents,1025
2020,regular,10,Coaches Poll,10,Miami,ACC,964
2020,regular,10,Coaches Poll,11,Wisconsin,Big Ten,908
2020,regular,10,Coaches Poll,12,Oklahoma State,Big 12,783
2020,regular,10,Coaches Poll,13,Indiana,Big Ten,730
2020,regular,10,Coaches Poll,14,Oregon,Pac-12,725
2020,regular,10,Coaches Poll,15,Marshall,Conference USA,473
2020,regular,10,Coaches Poll,16,Coastal Carolina,Sun Belt,464
2020,regular,10,Coaches Poll,17,Iowa State,Big 12,433
2020,regular,10,Coaches Poll,18,SMU,American Athletic,421
2020,regular,10,Coaches Poll,19,Oklahoma,Big 12,413
2020,regular,10,Coaches Poll,20,USC,Pac-12,365
2020,regular,10,Coaches Poll,21,Auburn,SEC,246
2020,regular,10,Coaches Poll,22,Army,FBS Independents,208
2020,regular,10,Coaches Poll,23,Boise State,Mountain West,204
2020,regular,10,Coaches Poll,24,North Carolina,ACC,192
2020,regular,10,Coaches Poll,25,Michigan,Big Ten,141
2020,regular,11,AP Top 25,1,Alabama,SEC,1547
2020,regular,11,AP Top 25,2,Notre Dame,FBS Independents,1464
2020,regular,11,AP Top 25,3,Ohio State,Big Ten,1449
2020,regular,11,AP Top 25,4,Clemson,ACC,1355
2020,regular,11,AP Top 25,5,Texas A&M,SEC,1223
2020,regular,11,AP Top 25,6,Florida,SEC,1213
2020,regular,11,AP Top 25,7,Cincinnati,American Athletic,1208
