season,seasontype,week,poll,rank,team,conference,firstplacevotes
2012,regular,1,Coaches Poll,18,Stanford,Pac-12,0
2012,regular,1,Coaches Poll,19,Oklahoma State,Big 12,0
2012,regular,1,Coaches Poll,20,Virginia Tech,ACC,0
2012,regular,1,Coaches Poll,21,Kansas State,Big 12,0
2012,regular,1,Coaches Poll,22,Boise State,Mountain West,0
2012,regular,1,Coaches Poll,23,Florida,SEC,0
2012,regular,1,Coaches Poll,24,Notre Dame,FBS Independents,0
2012,regular,1,Coaches Poll,25,Auburn,SEC,0
2012,regular,1,AFCA Division II Coaches Poll,1,Pittsburg St,,21
2012,regular,1,AFCA Division II Coaches Poll,2,Minnesota Duluth,,5
2012,regular,1,AFCA Division II Coaches Poll,3,Northwest Missouri St,,1
2012,regular,1,AFCA Division II Coaches Poll,4,Midwestern State,,1
2012,regular,1,AFCA Division II Coaches Poll,5,Wayne State (MI),,1
2012,regular,1,AFCA Division II Coaches Poll,6,CSU Pueblo,,0
2012,regular,1,AFCA Division II Coaches Poll,7,Grand Valley State University,,0
2012,regular,1,AFCA Division II Coaches Poll,8,Valdosta State,,0
2012,regular,1,AFCA Division II Coaches Poll,9,Winston-Salem,CIAA,1
2012,regular,1,AFCA Division II Coaches Poll,10,Abilene Christian,FCS Independents,0
2012,regular,1,AFCA Division II Coaches Poll,11,PennWest California,,0
2012,regular,1,AFCA Division II Coaches Poll,12,Kutztown University,,0
2012,regular,1,AFCA Division II Coaches Poll,13,New Haven,,0
2012,regular,1,AFCA Division II Coaches Poll,14,Delta State,,0
2012,regular,1,AFCA Division II Coaches Poll,15,West Alabama,,0
2012,regular,1,AFCA Division II Coaches Poll,16,St. Cloud State,,0
2012,regular,1,AFCA Division II Coaches Poll,17,Hillsdale,,0
2012,regular,1,AFCA Division II Coaches Poll,18,Missouri Western,,0
2012,regular,1,AFCA Division II Coaches Poll,19,Shepherd,,0
2012,regular,1,AFCA Division II Coaches Poll,20,Washburn,,0
2012,regular,1,AFCA Division II Coaches Poll,21,Humboldt State,,0
2012,regular,1,AFCA Division II Coaches Poll,22,Albany State GA,,0
2012,regular,1,AFCA Division II Coaches Poll,23,North Greenville,,0
2012,regular,1,AFCA Division II Coaches Poll,24,West Texas A&M,,0
2012,regular,1,AFCA Division II Coaches Poll,25,Bloomsburg,,0
2012,regular,2,AP Top 25,1,Alabama,SEC,45
2012,regular,2,AP Top 25,2,USC,Pac-12,11
2012,regular,2,AP Top 25,3,LSU,SEC,4
2012,regular,2,AP Top 25,4,Oregon,Pac-12,0
2012,regular,2,AP Top 25,5,Oklahoma,Big 12,0
2012,regular,2,AP Top 25,6,Florida State,ACC,0
2012,regular,2,AP Top 25,7,Georgia,SEC,0
2012,regular,2,AP Top 25,8,Arkansas,SEC,0
2012,regular,2,AP Top 25,9,West Virginia,Big 12,0
2012,regular,2,AP Top 25,9,South Carolina,SEC,0
2012,regular,2,AP Top 25,11,Michigan State,Big Ten,0
2012,regular,2,AP Top 25,12,Clemson,ACC,0
2012,regular,2,AP Top 25,13,Wisconsin,Big Ten,0
2012,regular,2,AP Top 25,14,Ohio State,Big Ten,0
2012,regular,2,AP Top 25,15,Virginia Tech,ACC,0
2012,regular,2,AP Top 25,16,Nebraska,Big Ten,0
2012,regular,2,AP Top 25,17,Texas,Big 12,0
2012,regular,2,AP Top 25,18,Oklahoma State,Big 12,0
2012,regular,2,AP Top 25,19,Michigan,Big Ten,0
2012,regular,2,AP Top 25,20,TCU,Big 12,0
2012,regular,2,AP Top 25,21,Kansas State,Big 12,0
2012,regular,2,AP Top 25,22,Notre Dame,FBS Independents,0
2012,regular,2,AP Top 25,23,Louisville,Big East,0
2012,regular,2,AP Top 25,24,Florida,SEC,0
2012,regular,2,AP Top 25,25,Stanford,Pac-12,0
2012,regular,2,Coaches Poll,1,Alabama,SEC,37
2012,regular,2,Coaches Poll,2,USC,Pac-12,14
2012,regular,2,Coaches Poll,3,LSU,SEC,7
2012,regular,2,Coaches Poll,4,Oregon,Pac-12,1
2012,regular,2,Coaches Poll,5,Oklahoma,Big 12,0
2012,regular,2,Coaches Poll,6,Florida State,ACC,0
2012,regular,2,Coaches Poll,7,Georgia,SEC,0
2012,regular,2,Coaches Poll,8,West Virginia,Big 12,0
2012,regular,2,Coaches Poll,9,South Carolina,SEC,0
2012,regular,2,Coaches Poll,10,Arkansas,SEC,0
2012,regular,2,Coaches Poll,11,Michigan State,Big Ten,0
2012,regular,2,Coaches Poll,12,Clemson,ACC,0
2012,regular,2,Coaches Poll,13,Wisconsin,Big Ten,0
2012,regular,2,Coaches Poll,14,Nebraska,Big Ten,0
2012,regular,2,Coaches Poll,15,Texas,Big 12,0
2012,regular,2,Coaches Poll,16,Oklahoma State,Big 12,0
2012,regular,2,Coaches Poll,17,TCU,Big 12,0
2012,regular,2,Coaches Poll,18,Virginia Tech,ACC,0
2012,regular,2,Coaches Poll,19,Michigan,Big Ten,0
2012,regular,2,Coaches Poll,20,Kansas State,Big 12,0
2012,regular,2,Coaches Poll,21,Stanford,Pac-12,0
2012,regular,2,Coaches Poll,22,Notre Dame,FBS Independents,0
2012,regular,2,Coaches Poll,23,Florida,SEC,0
2012,regular,2,Coaches Poll,24,Louisville,Big East,0
2012,regular,2,Coaches Poll,25,Boise State,Mountain West,0
2012,regular,2,AFCA Division II Coaches Poll,1,Pittsburg St,,28
2012,regular,2,AFCA Division II Coaches Poll,2,Minnesota Duluth,,0
2012,regular,2,AFCA Division II Coaches Poll,3,Northwest Missouri St,,0
2012,regular,2,AFCA Division II Coaches Poll,4,Midwestern State,,0
2012,regular,2,AFCA Division II Coaches Poll,5,Wayne State (MI),,1
2012,regular,2,AFCA Division II Coaches Poll,6,CSU Pueblo,,0
2012,regular,2,AFCA Division II Coaches Poll,7,Grand Valley State University,,0
2012,regular,2,AFCA Division II Coaches Poll,8,Winston-Salem,CIAA,0
2012,regular,2,AFCA Division II Coaches Poll,9,Abilene Christian,FCS Independents,0
2012,regular,2,AFCA Division II Coaches Poll,10,PennWest California,,0
2012,regular,2,AFCA Division II Coaches Poll,11,Kutztown University,,0
2012,regular,2,AFCA Division II Coaches Poll,12,New Haven,,0
2012,regular,2,AFCA Division II Coaches Poll,13,West Alabama,,0
2012,regular,2,AFCA Division II Coaches Poll,14,Missouri Western,,0
2012,regular,2,AFCA Division II Coaches Poll,15,Washburn,,0
2012,regular,2,AFCA Division II Coaches Poll,16,Albany State GA,,0
2012,regular,2,AFCA Division II Coaches Poll,17,Humboldt State,,0
2012,regular,2,AFCA Division II Coaches Poll,18,Saginaw Valley State,,0
2012,regular,2,AFCA Division II Coaches Poll,19,Bloomsburg,,0
2012,regular,2,AFCA Division II Coaches Poll,20,Valdosta State,,0
2012,regular,2,AFCA Division II Coaches Poll,21,Ouachita Baptist,,0
2012,regular,2,AFCA Division II Coaches Poll,22,Delta State,,0
2012,regular,2,AFCA Division II Coaches Poll,23,Indiana-Pennsylvania,,0
2012,regular,2,AFCA Division II Coaches Poll,24,Texas A&M-Kingsville,,0
2012,regular,2,AFCA Division II Coaches Poll,25,Hillsdale,,0
2012,regular,3,AP Top 25,1,Alabama,SEC,48
2012,regular,3,AP Top 25,2,USC,Pac-12,8
2012,regular,3,AP Top 25,3,LSU,SEC,4
2012,regular,3,AP Top 25,4,Oregon,Pac-12,0
2012,regular,3,AP Top 25,5,Oklahoma,Big 12,0
2012,regular,3,AP Top 25,5,Florida State,ACC,0
2012,regular,3,AP Top 25,7,Georgia,SEC,0
2012,regular,3,AP Top 25,8,South Carolina,SEC,0
2012,regular,3,AP Top 25,9,West Virginia,Big 12,0
2012,regular,3,AP Top 25,10,Michigan State,Big Ten,0
2012,regular,3,AP Top 25,11,Clemson,ACC,0
2012,regular,3,AP Top 25,12,Ohio State,Big Ten,0
2012,regular,3,AP Top 25,13,Virginia Tech,ACC,0
2012,regular,3,AP Top 25,14,Texas,Big 12,0
2012,regular,3,AP Top 25,15,Kansas State,Big 12,0
2012,regular,3,AP Top 25,16,TCU,Big 12,0
2012,regular,3,AP Top 25,17,Michigan,Big Ten,0
2012,regular,3,AP Top 25,18,Florida,SEC,0
2012,regular,3,AP Top 25,19,Louisville,Big East,0
2012,regular,3,AP Top 25,20,Notre Dame,FBS Independents,0
2012,regular,3,AP Top 25,21,Stanford,Pac-12,0
2012,regular,3,AP Top 25,22,UCLA,Pac-12,0
2012,regular,3,AP Top 25,23,Tennessee,SEC,0
2012,regular,3,AP Top 25,24,Arizona,Pac-12,0
2012,regular,3,AP Top 25,25,BYU,FBS Independents,0
2012,regular,3,Coaches Poll,1,Alabama,SEC,42
2012,regular,3,Coaches Poll,2,LSU,SEC,5
2012,regular,3,Coaches Poll,3,USC,Pac-12,11
2012,regular,3,Coaches Poll,4,Oregon,Pac-12,1
2012,regular,3,Coaches Poll,5,Oklahoma,Big 12,0
2012,regular,3,Coaches Poll,6,Florida State,ACC,0
2012,regular,3,Coaches Poll,7,Georgia,SEC,0
2012,regular,3,Coaches Poll,8,West Virginia,Big 12,0
2012,regular,3,Coaches Poll,9,South Carolina,SEC,0
2012,regular,3,Coaches Poll,10,Michigan State,Big Ten,0
2012,regular,3,Coaches Poll,11,Clemson,ACC,0
2012,regular,3,Coaches Poll,12,Texas,Big 12,0
2012,regular,3,Coaches Poll,13,Virginia Tech,ACC,0
2012,regular,3,Coaches Poll,14,Kansas State,Big 12,0
2012,regular,3,Coaches Poll,15,TCU,Big 12,0
2012,regular,3,Coaches Poll,16,Stanford,Pac-12,0
2012,regular,3,Coaches Poll,17,Florida,SEC,0
2012,regular,3,Coaches Poll,18,Michigan,Big Ten,0
2012,regular,3,Coaches Poll,19,Notre Dame,FBS Independents,0
2012,regular,3,Coaches Poll,20,Louisville,Big East,0
2012,regular,3,Coaches Poll,21,Arkansas,SEC,0
2012,regular,3,Coaches Poll,22,Wisconsin,Big Ten,0
2012,regular,3,Coaches Poll,23,UCLA,Pac-12,0
2012,regular,3,Coaches Poll,24,Nebraska,Big Ten,0
2012,regular,3,Coaches Poll,25,Arizona,Pac-12,0
2012,regular,3,AFCA Division II Coaches Poll,1,Pittsburg St,,29
2012,regular,3,AFCA Division II Coaches Poll,2,Minnesota Duluth,,0
2012,regular,3,AFCA Division II Coaches Poll,3,CSU Pueblo,,0
2012,regular,3,AFCA Division II Coaches Poll,4,Grand Valley State University,,0
2012,regular,3,AFCA Division II Coaches Poll,5,Winston-Salem,CIAA,1
2012,regular,3,AFCA Division II Coaches Poll,6,PennWest California,,0
2012,regular,3,AFCA Division II Coaches Poll,7,New Haven,,0
2012,regular,3,AFCA Division II Coaches Poll,8,Missouri Western,,0
2012,regular,3,AFCA Division II Coaches Poll,9,Washburn,,0
2012,regular,3,AFCA Division II Coaches Poll,10,Saginaw Valley State,,0
2012,regular,3,AFCA Division II Coaches Poll,11,Humboldt State,,0
2012,regular,3,AFCA Division II Coaches Poll,12,Bloomsburg,,0
2012,regular,3,AFCA Division II Coaches Poll,13,Northwest Missouri St,,0
2012,regular,3,AFCA Division II Coaches Poll,14,Texas A&M-Kingsville,,0
2012,regular,3,AFCA Division II Coaches Poll,15,Ouachita Baptist,,0
2012,regular,3,AFCA Division II Coaches Poll,16,Midwestern State,,0
2012,regular,3,AFCA Division II Coaches Poll,17,Indiana-Pennsylvania,,0
2012,regular,3,AFCA Division II Coaches Poll,18,Valdosta State,,0
2012,regular,3,AFCA Division II Coaches Poll,19,Wayne State (MI),,0
2012,regular,3,AFCA Division II Coaches Poll,20,Abilene Christian,FCS Independents,0
2012,regular,3,AFCA Division II Coaches Poll,21,Kutztown University,,0
2012,regular,3,AFCA Division II Coaches Poll,22,Ashland,,0
2012,regular,3,AFCA Division II Coaches Poll,23,Colorado School Of Mines,,0
2012,regular,3,AFCA Division II Coaches Poll,24,West Alabama,,0
2012,regular,3,AFCA Division II Coaches Poll,25,Delta State,,0
2012,regular,4,AP Top 25,1,Alabama,SEC,58
2012,regular,4,AP Top 25,2,LSU,SEC,2
2012,regular,4,AP Top 25,3,Oregon,Pac-12,0
2012,regular,4,AP Top 25,4,Florida State,ACC,0
2012,regular,4,AP Top 25,5,Georgia,SEC,0
2012,regular,4,AP Top 25,6,Oklahoma,Big 12,0
2012,regular,4,AP Top 25,7,South Carolina,SEC,0
2012,regular,4,AP Top 25,8,West Virginia,Big 12,0
2012,regular,4,AP Top 25,9,Stanford,Pac-12,0
2012,regular,4,AP Top 25,10,Clemson,ACC,0
2012,regular,4,AP Top 25,11,Notre Dame,FBS Independents,0
2012,regular,4,AP Top 25,12,Texas,Big 12,0
2012,regular,4,AP Top 25,13,USC,Pac-12,0
2012,regular,4,AP Top 25,14,Florida,SEC,0
2012,regular,4,AP Top 25,15,Kansas State,Big 12,0
2012,regular,4,AP Top 25,16,Ohio State,Big Ten,0
2012,regular,4,AP Top 25,17,TCU,Big 12,0
2012,regular,4,AP Top 25,18,Michigan,Big Ten,0
2012,regular,4,AP Top 25,19,UCLA,Pac-12,0
2012,regular,4,AP Top 25,20,Louisville,Big East,0
2012,regular,4,AP Top 25,21,Michigan State,Big Ten,0
2012,regular,4,AP Top 25,22,Arizona,Pac-12,0
2012,regular,4,AP Top 25,23,Mississippi State,SEC,0
2012,regular,4,AP Top 25,24,Boise State,Mountain West,0
2012,regular,4,AP Top 25,25,Nebraska,Big Ten,0
2012,regular,4,Coaches Poll,1,Alabama,SEC,54
2012,regular,4,Coaches Poll,2,LSU,SEC,5
2012,regular,4,Coaches Poll,3,Oregon,Pac-12,0
2012,regular,4,Coaches Poll,4,Florida State,ACC,0
2012,regular,4,Coaches Poll,5,Oklahoma,Big 12,0
2012,regular,4,Coaches Poll,6,Georgia,SEC,0
2012,regular,4,Coaches Poll,7,West Virginia,Big 12,0
2012,regular,4,Coaches Poll,8,South Carolina,SEC,0
2012,regular,4,Coaches Poll,9,Clemson,ACC,0
2012,regular,4,Coaches Poll,10,Texas,Big 12,0
2012,regular,4,Coaches Poll,11,Stanford,Pac-12,0
2012,regular,4,Coaches Poll,12,USC,Pac-12,0
2012,regular,4,Coaches Poll,13,Kansas State,Big 12,0
2012,regular,4,Coaches Poll,14,Florida,SEC,0
2012,regular,4,Coaches Poll,15,Notre Dame,FBS Independents,0
2012,regular,4,Coaches Poll,16,TCU,Big 12,0
2012,regular,4,Coaches Poll,17,Michigan,Big Ten,0
2012,regular,4,Coaches Poll,18,Louisville,Big East,0
2012,regular,4,Coaches Poll,19,UCLA,Pac-12,0
2012,regular,4,Coaches Poll,20,Michigan State,Big Ten,0
2012,regular,4,Coaches Poll,21,Arizona,Pac-12,0
2012,regular,4,Coaches Poll,22,Nebraska,Big Ten,0
2012,regular,4,Coaches Poll,23,Mississippi State,SEC,0
2012,regular,4,Coaches Poll,24,Wisconsin,Big Ten,0
2012,regular,4,Coaches Poll,25,Oklahoma State,Big 12,0
2012,regular,4,AFCA Division II Coaches Poll,1,Pittsburg St,,29
2012,regular,4,AFCA Division II Coaches Poll,2,Minnesota Duluth,,0
2012,regular,4,AFCA Division II Coaches Poll,3,CSU Pueblo,,0
2012,regular,4,AFCA Division II Coaches Poll,4,Grand Valley State University,,0
2012,regular,4,AFCA Division II Coaches Poll,5,Winston-Salem,CIAA,1
2012,regular,4,AFCA Division II Coaches Poll,6,PennWest California,,0
2012,regular,4,AFCA Division II Coaches Poll,7,Missouri Western,,0
2012,regular,4,AFCA Division II Coaches Poll,8,New Haven,,0
2012,regular,4,AFCA Division II Coaches Poll,9,Washburn,,0
2012,regular,4,AFCA Division II Coaches Poll,10,Humboldt State,,0
2012,regular,4,AFCA Division II Coaches Poll,11,Bloomsburg,,0
2012,regular,4,AFCA Division II Coaches Poll,12,Northwest Missouri St,,0
2012,regular,4,AFCA Division II Coaches Poll,13,Ouachita Baptist,,0
2012,regular,4,AFCA Division II Coaches Poll,14,Indiana-Pennsylvania,,0
2012,regular,4,AFCA Division II Coaches Poll,15,Midwestern State,,0
2012,regular,4,AFCA Division II Coaches Poll,16,Valdosta State,,0
2012,regular,4,AFCA Division II Coaches Poll,17,Ashland,,0
2012,regular,4,AFCA Division II Coaches Poll,18,Colorado School Of Mines,,0
2012,regular,4,AFCA Division II Coaches Poll,19,Abilene Christian,FCS Independents,0
2012,regular,4,AFCA Division II Coaches Poll,20,Saginaw Valley State,,0
2012,regular,4,AFCA Division II Coaches Poll,21,Wayne State (MI),,0
2012,regular,4,AFCA Division II Coaches Poll,22,Minnesota State Mankato,,0
2012,regular,4,AFCA Division II Coaches Poll,23,West Alabama,,0
2012,regular,4,AFCA Division II Coaches Poll,24,Henderson State,,0
2012,regular,4,AFCA Division II Coaches Poll,25,West Texas A&M,,0
2012,regular,5,AP Top 25,1,Alabama,SEC,59
2012,regular,5,AP Top 25,2,Oregon,Pac-12,0
2012,regular,5,AP Top 25,3,LSU,SEC,1
2012,regular,5,AP Top 25,4,Florida State,ACC,0
2012,regular,5,AP Top 25,5,Georgia,SEC,0
2012,regular,5,AP Top 25,6,South Carolina,SEC,0
2012,regular,5,AP Top 25,7,Kansas State,Big 12,0
2012,regular,5,AP Top 25,8,Stanford,Pac-12,0
2012,regular,5,AP Top 25,9,West Virginia,Big 12,0
2012,regular,5,AP Top 25,10,Notre Dame,FBS Independents,0
2012,regular,5,AP Top 25,11,Florida,SEC,0
2012,regular,5,AP Top 25,12,Texas,Big 12,0
2012,regular,5,AP Top 25,13,USC,Pac-12,0
2012,regular,5,AP Top 25,14,Ohio State,Big Ten,0
2012,regular,5,AP Top 25,15,TCU,Big 12,0
2012,regular,5,AP Top 25,16,Oklahoma,Big 12,0
2012,regular,5,AP Top 25,17,Clemson,ACC,0
2012,regular,5,AP Top 25,18,Oregon State,Pac-12,0
2012,regular,5,AP Top 25,19,Louisville,Big East,0
2012,regular,5,AP Top 25,20,Michigan State,Big Ten,0
2012,regular,5,AP Top 25,21,Mississippi State,SEC,0
2012,regular,5,AP Top 25,22,Nebraska,Big Ten,0
2012,regular,5,AP Top 25,23,Rutgers,Big East,0
2012,regular,5,AP Top 25,24,Boise State,Mountain West,0
2012,regular,5,AP Top 25,25,Baylor,Big 12,0
2012,regular,5,Coaches Poll,1,Alabama,SEC,57
2012,regular,5,Coaches Poll,2,Oregon,Pac-12,0
2012,regular,5,Coaches Poll,3,LSU,SEC,1
2012,regular,5,Coaches Poll,4,Florida State,ACC,1
2012,regular,5,Coaches Poll,5,Georgia,SEC,0
2012,regular,5,Coaches Poll,6,South Carolina,SEC,0
2012,regular,5,Coaches Poll,7,West Virginia,Big 12,0
2012,regular,5,Coaches Poll,8,Kansas State,Big 12,0
2012,regular,5,Coaches Poll,9,Stanford,Pac-12,0
2012,regular,5,Coaches Poll,10,Texas,Big 12,0
2012,regular,5,Coaches Poll,11,Notre Dame,FBS Independents,0
2012,regular,5,Coaches Poll,12,Florida,SEC,0
2012,regular,5,Coaches Poll,13,USC,Pac-12,0
2012,regular,5,Coaches Poll,14,TCU,Big 12,0
2012,regular,5,Coaches Poll,15,Oklahoma,Big 12,0
2012,regular,5,Coaches Poll,16,Clemson,ACC,0
2012,regular,5,Coaches Poll,17,Louisville,Big East,0
2012,regular,5,Coaches Poll,18,Michigan State,Big Ten,0
2012,regular,5,Coaches Poll,19,Mississippi State,SEC,0
2012,regular,5,Coaches Poll,20,Nebraska,Big Ten,0
2012,regular,5,Coaches Poll,21,Oregon State,Pac-12,0
2012,regular,5,Coaches Poll,22,Oklahoma State,Big 12,0
2012,regular,5,Coaches Poll,23,Wisconsin,Big Ten,0
2012,regular,5,Coaches Poll,24,Baylor,Big 12,0
2012,regular,5,Coaches Poll,25,Virginia Tech,ACC,0
2012,regular,5,Coaches Poll,25,Rutgers,Big East,0
2012,regular,5,AFCA Division II Coaches Poll,1,Pittsburg St,,29
2012,regular,5,AFCA Division II Coaches Poll,2,Minnesota Duluth,,0
2012,regular,5,AFCA Division II Coaches Poll,3,CSU Pueblo,,0
2012,regular,5,AFCA Division II Coaches Poll,4,Grand Valley State University,,0
2012,regular,5,AFCA Division II Coaches Poll,5,Winston-Salem,CIAA,0
2012,regular,5,AFCA Division II Coaches Poll,6,PennWest California,,0
2012,regular,5,AFCA Division II Coaches Poll,7,Missouri Western,,0
2012,regular,5,AFCA Division II Coaches Poll,8,New Haven,,0
2012,regular,5,AFCA Division II Coaches Poll,9,Humboldt State,,0
2012,regular,5,AFCA Division II Coaches Poll,10,Bloomsburg,,0
2012,regular,5,AFCA Division II Coaches Poll,11,Northwest Missouri St,,0
2012,regular,5,AFCA Division II Coaches Poll,12,Ouachita Baptist,,0
2012,regular,5,AFCA Division II Coaches Poll,13,Ashland,,0
2012,regular,5,AFCA Division II Coaches Poll,14,Midwestern State,,0
2012,regular,5,AFCA Division II Coaches Poll,15,Minnesota State Mankato,,0
2012,regular,5,AFCA Division II Coaches Poll,16,Saginaw Valley State,,0
2012,regular,5,AFCA Division II Coaches Poll,17,Henderson State,,0
2012,regular,5,AFCA Division II Coaches Poll,18,Wayne State (MI),,0
2012,regular,5,AFCA Division II Coaches Poll,19,West Alabama,,0
2012,regular,5,AFCA Division II Coaches Poll,20,Washburn,,0
2012,regular,5,AFCA Division II Coaches Poll,21,Shippensburg,,0
2012,regular,5,AFCA Division II Coaches Poll,22,Indiana-Pennsylvania,,0
2012,regular,5,AFCA Division II Coaches Poll,23,West Texas A&M,,0
2012,regular,5,AFCA Division II Coaches Poll,24,Newberry,,0
2012,regular,5,AFCA Division II Coaches Poll,25,Sioux Falls,,0
2012,regular,6,AP Top 25,1,Alabama,SEC,60
2012,regular,6,AP Top 25,2,Oregon,Pac-12,0
2012,regular,6,AP Top 25,3,Florida State,ACC,0
2012,regular,6,AP Top 25,4,LSU,SEC,0
2012,regular,6,AP Top 25,5,Georgia,SEC,0
2012,regular,6,AP Top 25,6,South Carolina,SEC,0
2012,regular,6,AP Top 25,7,Kansas State,Big 12,0
2012,regular,6,AP Top 25,8,West Virginia,Big 12,0
2012,regular,6,AP Top 25,9,Notre Dame,FBS Independents,0
2012,regular,6,AP Top 25,10,Florida,SEC,0
2012,regular,6,AP Top 25,11,Texas,Big 12,0
2012,regular,6,AP Top 25,12,Ohio State,Big Ten,0
2012,regular,6,AP Top 25,13,USC,Pac-12,0
2012,regular,6,AP Top 25,14,Oregon State,Pac-12,0
2012,regular,6,AP Top 25,15,Clemson,ACC,0
2012,regular,6,AP Top 25,15,TCU,Big 12,0
2012,regular,6,AP Top 25,17,Oklahoma,Big 12,0
2012,regular,6,AP Top 25,18,Stanford,Pac-12,0
2012,regular,6,AP Top 25,19,Louisville,Big East,0
2012,regular,6,AP Top 25,20,Mississippi State,SEC,0
2012,regular,6,AP Top 25,21,Nebraska,Big Ten,0
2012,regular,6,AP Top 25,22,Rutgers,Big East,0
2012,regular,6,AP Top 25,23,Washington,Pac-12,0
2012,regular,6,AP Top 25,24,Northwestern,Big Ten,0
2012,regular,6,AP Top 25,25,UCLA,Pac-12,0
2012,regular,6,Coaches Poll,1,Alabama,SEC,57
2012,regular,6,Coaches Poll,2,Oregon,Pac-12,0
2012,regular,6,Coaches Poll,3,LSU,SEC,1
2012,regular,6,Coaches Poll,4,Florida State,ACC,1
2012,regular,6,Coaches Poll,5,Georgia,SEC,0
2012,regular,6,Coaches Poll,6,South Carolina,SEC,0
2012,regular,6,Coaches Poll,7,West Virginia,Big 12,0
2012,regular,6,Coaches Poll,8,Kansas State,Big 12,0
2012,regular,6,Coaches Poll,9,Texas,Big 12,0
2012,regular,6,Coaches Poll,10,Notre Dame,FBS Independents,0
2012,regular,6,Coaches Poll,11,Florida,SEC,0
2012,regular,6,Coaches Poll,12,USC,Pac-12,0
2012,regular,6,Coaches Poll,13,TCU,Big 12,0
2012,regular,6,Coaches Poll,14,Oklahoma,Big 12,0
2012,regular,6,Coaches Poll,15,Clemson,ACC,0
2012,regular,6,Coaches Poll,16,Louisville,Big East,0
2012,regular,6,Coaches Poll,17,Oregon State,Pac-12,0
2012,regular,6,Coaches Poll,18,Stanford,Pac-12,0
2012,regular,6,Coaches Poll,19,Mississippi State,SEC,0
2012,regular,6,Coaches Poll,20,Nebraska,Big Ten,0
2012,regular,6,Coaches Poll,21,Rutgers,Big East,0
2012,regular,6,Coaches Poll,22,Northwestern,Big Ten,0
2012,regular,6,Coaches Poll,23,Cincinnati,Big East,0
2012,regular,6,Coaches Poll,24,Texas Tech,Big 12,0
2012,regular,6,Coaches Poll,25,Boise State,Mountain West,0
2012,regular,6,AFCA Division II Coaches Poll,1,Pittsburg St,,29
2012,regular,6,AFCA Division II Coaches Poll,2,CSU Pueblo,,0
2012,regular,6,AFCA Division II Coaches Poll,3,Grand Valley State University,,0
2012,regular,6,AFCA Division II Coaches Poll,4,Winston-Salem,CIAA,1
2012,regular,6,AFCA Division II Coaches Poll,5,Missouri Western,,0
2012,regular,6,AFCA Division II Coaches Poll,6,New Haven,,0
2012,regular,6,AFCA Division II Coaches Poll,7,Bloomsburg,,0
2012,regular,6,AFCA Division II Coaches Poll,8,Northwest Missouri St,,0
2012,regular,6,AFCA Division II Coaches Poll,9,Ashland,,0
2012,regular,6,AFCA Division II Coaches Poll,10,Minnesota Duluth,,0
2012,regular,6,AFCA Division II Coaches Poll,11,Ouachita Baptist,,0
